Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1595,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"2207 Catharine St # 2, Philadelphia, PA, 19146"
1,1650,(305) 799-7773,1,"2241 Saint Albans St # 1, Philadelphia, PA, 19146"
1,2895,Alvin M Levin & Son Inc  (215) 923-3333,3,"1235 Rodman St, Philadelphia, PA, 19147"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1423 S Hancock St # 14, Philadelphia, PA, 19147"
1,1625,,2,"2016 Christian St # B, Philadelphia, PA, 19146"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1421 S Hancock St # 13, Philadelphia, PA, 19147"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1419 S Hancock St # 12, Philadelphia, PA, 19147"
1,2850,Keller Williams Realty  (267) 225-3678,3,"1211 S Juniper St, Philadelphia, PA, 19147"
1,2800,(267) 702-5729,3,"S Mildred St, PHILADELPHIA, PA, 19147"
1,2800,Coldwell Banker Preferred  (215) 913-8615,1,"410 S Front St, Philadelphia, PA, 19147"
1,2800,(215) 398-8792,3,"938 S 5th St, Philadelphia, PA, 19147"
1,2800,Coldwell Banker Preferred  (215) 913-8615,1,"410 S Front St UNIT 103, Philadelphia, PA, 19147"
1,2900,(412) 606-6503,4,"1203 S 13th St, Philadelphia, PA, 19147"
1,2799,Allegiance Real Estate LLC  (215) 235-5015,3,"730 Montrose St # A, Philadelphia, PA, 19147"
1,2795,JG Real Estate  (215) 467-4100,3,"1511 13 S Camac St, Philadelphia, PA, 19147"
1,2750,Oxford Global Realty  (267) 218-1543,4,"225 Carpenter St # 27, Philadelphia, PA, 19147"
1,2750,Oxford Global Realty  (267) 218-1543,4,"227 Carpenter St, Philadelphia, PA, 19147"
1,2600,RE/MAX One Realty  (215) 850-6827,3,"523 S 2nd St # 2, Philadelphia, PA, 19147"
1,2600,BHHS Fox and Roach  (215) 521-1615,4,"930 Ellsworth St, Philadelphia, PA, 19147"
1,2795,(215) 771-6177,2,"1214-16 S Juniper St # 2B, Philadelphia, PA, 19147"
1,1795,,1,"2213 South St # 1, Philadelphia, PA, 19146"
1,2500,KW Philly South  (610) 565-1995,4,"1440 S 13th St, Philadelphia, PA, 19147"
1,2500,RS Rentals  (215) 668-6868,2,"1302 S Juniper St, Philadelphia, PA, 19147"
1,2500,Keller Williams Philly  (215) 607-6007,3,"809 S 13th St, Philadelphia, PA, 19147"
1,2500,The Philly Apartment Company  (215) 495-0070,3,"618 S Front St, Philadelphia, PA, 19147"
1,2499,Realty Mark- CITYSCAPE  (610) 715-6974,3,"1329 Webster St, Philadelphia, PA, 19147"
1,2495,Keller Williams Philly  (215) 908-4112,3,"314 Lombard St # 3, Philadelphia, PA, 19147"
1,2400,BHHS Fox & Roach-CC 1818 Ritte  (215) 431-8884,2,"211 Fulton St # A, Philadelphia, PA, 19147"
1,2450,Realty Mark Cityscape-King of  (215) 583-7777,2,"1008 S Randolph St, Philadelphia, PA, 19147"
1,2475,,4,"1216 Montrose St, Philadelphia, PA, 19147"
1,2350,(267) 702-4139,2,"413 S 9th St FL 2ND, Philadelphia, PA, 19147"
1,2350,(267) 738-3485,2,"722 S American St, Philadelphia, PA, 19147"
1,2325,"2300 Locust Investors, LP  (267) 314-7751",2,"717 S 12th St UNIT 3, Philadelphia, PA, 19147"
1,2400,Century 21 Forrester RE  (267) 688-1449,4,"1018 Carpenter St, Philadelphia, PA, 19147"
1,2300,,4,"S 5th St, PHILADELPHIA, PA, 19147"
1,2325,(305) 799-7773,1,"701 S 7th St # 2, Philadelphia, PA, 19147"
1,2295,,2,"908 S Alder St, Philadelphia, PA, 19147"
1,2300,Star Real Estate Group  (215) 262-8015,1,"314 320 Catharine St # 203B, Philadelphia, PA, 19147"
1,2275,"Quad Philly, Inc  (215) 735-9729",3,"520 S 4th St # C, Philadelphia, PA, 19147"
1,2250,Onyx Management Group  (215) 354-0404,3,"523 Titan St, Philadelphia, PA, 19147"
1,2300,,2,"1038 Waverly St, Philadelphia, PA, 19147"
1,2275,,2,"1130 Rodman St # 1, Philadelphia, PA, 19147"
1,2200,Keller Williams Philly  (610) 316-4798,2,"1221 South St # 1229A, Philadelphia, PA, 19147"
1,2200,zada holdings  (610) 716-6241,3,"100 Catharine St # 2, Philadelphia, PA, 19147"
1,2200,BHHS Fox & Roach-CC 1818 Ritte  (207) 317-0136,3,"416 S Hutchinson St APT B, Philadelphia, PA, 19147"
1,1595,"Volpe Real Estate, Inc.  (215) 545-5414",1,"2231 Saint Albans St # 1, Philadelphia, PA, 19146"
1,2200,Keller Williams Philly  (215) 821-8807,2,"1221-29 South St # 1229A, Philadelphia, PA, 19147"
1,2200,(215) 688-6783,5,"1131 Annin St, Philadelphia, PA, 19147"
1,1595,OCF Realty  (215) 735-7368,2,"1826 Webster St, Philadelphia, PA, 19146"
1,1580,(267) 231-7346,1,"1440 Lombard St APT 1R, Philadelphia, PA, 19146"
1,2400,Russo's Real Estate  (215) 462-7790,4,"1124 Christian St, Philadelphia, PA, 19147"
1,1575,(267) 474-8488,1,"1820 Fitzwater St FL 2ND, Philadelphia, PA, 19146"
1,1550,Keller Williams Philly   (201) 230-9519,2,"1439 S 20th St # C, Philadelphia, PA, 19146"
1,1550,JBMP Group  (267) 797-2175,2,"2254 Greenwich St, Philadelphia, PA, 19146"
1,1550,(856) 343-5926,2,"2111 Oakford St, Philadelphia, PA, 19146"
1,1500,(215) 332-1700,3,"1904 Manton St, Philadelphia, PA, 19146"
1,1550,Entourage Elite Real Estate  (610) 209-3103,3,"1512 S Bailey St, Philadelphia, PA, 19146"
1,1500,(717) 943-3675,3,"2036 Manton St, Philadelphia, PA, 19146"
1,1550,(215) 925-8683,2,"1610 Kater St, Philadelphia, PA, 19146"
1,1500,"N Property Group, Inc  (215) 825-2509",3,"2105 Christian St # C, Philadelphia, PA, 19146"
1,1500,Berkshire Hathaway HomeServices Fox & Roach Realtors  (267) 968-5577,2,"1901 Christian St # 2, Philadelphia, PA, 19146"
1,1500,(215) 913-3044,1,"745 S 16th St APT 3, Philadelphia, PA, 19146"
1,1500,KELLER WILLIAMS REAL ESTATE  (267) 625-7568,2,"1925 Christian St # B, Philadelphia, PA, 19146"
1,1500,Keller Williams Philly  (267) 968-8600,2,"2351 Christian St APT D, Philadelphia, PA, 19146"
1,1499,,2,"2115 Kimball St, Philadelphia, PA, 19146"
1,1475,(610) 547-7907,3,"1514 S 29th St, Philadelphia, PA, 19146"
1,1450,(267) 402-8017,2,"1930 Bainbridge St APT 3, Philadelphia, PA, 19146"
1,1475,(856) 716-0110,2,"2613 Titan St, Philadelphia, PA, 19146"
1,1450,,2,"1508 S Broad Street # Third Floor, Philadelphia, PA, 19146"
1,1495,DJCRE  (215) 271-7070,3,"1504 S 16th St, PHILADELPHIA, PA, 19146"
1,1450,OCF Realty  (215) 735-7368,2,"2238 Ellsworth St # 2, Philadelphia, PA, 19146"
1,2250,Philly Living Team   (215) 607-6007,2,"716 S Sartain St # 2, Philadelphia, PA, 19147"
1,1450,(305) 799-7773,1,"623 S 16th St APT 1, Philadelphia, PA, 19146"
1,1450,(267) 934-4040,1,"2046 Fitzwater St # A, Philadelphia, PA, 19146"
1,1449,Long&Foster  (215) 409-6900,2,"1722 Titan St, Philadelphia, PA, 19146"
1,1450,Double Diamond Reality  (215) 740-0200,3,"2227 Wharton St, Philadelphia, PA, 19146"
1,1445,(215) 501-3817,1,"1502 S 17th St, Philadelphia, PA, 19146"
1,1400,Fred R. Levine Real Estate   (215) 465-3733,2,"736 S 15th St, Philadelphia, PA, 19146"
1,1415,(610) 476-7507,1,"419 S 19th St, Philadelphia, PA, 19146"
1,1445,(267) 689-8262,1,"1526 S 17th St, Philadelphia, PA, 19146"
1,1400,Cape Islands Real Estate LLC   (215) 828-1141,3,"2432 Federal St, Philadelphia, PA, 19146"
1,1400,(678) 215-5721,3,"1318 S 36th St, Philadelphia, PA, 19146"
1,1400,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"620 S 19th St # 3, Philadelphia, PA, 19146"
1,1400,Real Estate with Heart  (503) 679-4097,1,"909 S 20th St # 2, Philadelphia, PA, 19146"
1,1400,"Walter M. Wood Jr., Inc.  (215) 386-2800",1,"2300 Catharine St # 2RR, Philadelphia, PA, 19146"
1,1400,The Philly Apartment Company  (215) 495-0070,1,"712 S 16th St, Philadelphia, PA, 19146"
1,1400,(267) 570-3909,2,"1738 Reed St # 2, Philadelphia, PA, 19146"
1,1400,Rentals for Phila  (215) 941-2593,3,"1236 S Bonsall St, Philadelphia, PA, 19146"
1,1395,(215) 327-1552,1,"1839 Pemberton St # HOUSE, Philadelphia, PA, 19146"
1,1395,NG Property Group  (267) 536-5342,1,"1527 Christian St, Philadelphia, PA, 19146"
1,1395,Maxwell Realty  (215) 620-0099,1,"715 S 19th St # 1839, Philadelphia, PA, 19146"
1,1395,The Regis Group  (215) 630-4840,2,"2115 Christian St APT D, Philadelphia, PA, 19146"
1,1395,Rentwell Property Management  (610) 347-5958,3,"1527 S 30th St, Philadelphia, PA, 19146"
1,1395,"Volpe Real Estate, Inc.  (215) 545-5414",1,"2213 St Albans St # 1, Philadelphia, PA, 19146"
1,1395,(215) 600-3443,0,"1720 Lombard St, Philadelphia, PA, 19146"
1,1375,Realty Force  (215) 364-7072,2,"1268 S 26th St APT 2W, Philadelphia, PA, 19146"
1,1350,(267) 258-5777,1,"2108 Ellsworth St # 3, Philadelphia, PA, 19146"
1,8296,(215) 222-2000,8,"Pine St, Philadelphia, PA, 19104"
1,1350,Century 21 Target Realty  (267) 210-8523,3,"1351 S Taylor St, Philadelphia, PA, 19146"
1,5800,Powelton Properties  (215) 386-2578,7,"3207 Baring St, Philadelphia, PA, 19104"
1,7350,(215) 386-4200,8,"4055 Spruce St, Philadelphia, PA, 19104"
1,5800,(323) 388-7195,7,"3210 Powelton Ave, Philadelphia, PA, 19104"
1,5800,(215) 680-4210,7,"3208 Baring St, Philadelphia, PA, 19104"
1,5800,(323) 388-7195,7,"3208 Baring St # 1, Philadelphia, PA, 19104"
1,5400,Constellar Corp  (215) 387-4137,10,"518 Woodland Ter, Philadelphia, PA, 19104"
1,5750,The Philly Apartment Company  (215) 495-0070,9,"623 S 42nd St, Philadelphia, PA, 19104"
1,5400,(215) 387-2712,8,"502 S 41st St, Philadelphia, PA, 19104"
1,5098,(267) 422-2895,7,"Race St, Philadelphia, PA, 19104"
1,4950,Keller Williams Main Line Realty  (267) 223-5245,8,"413 N 38th St, Philadelphia, PA, 19104"
1,4500,Philadelphia Realty Exchange  (215) 767-3816,10,"4401 Pine St, Philadelphia, PA, 19104"
1,5100,Keller Williams Main Line Realty  (267) 223-5245,7,"430 N 34th St, Philadelphia, PA, 19104"
1,4500,City Wide Realty  (215) 310-6888,5,"3206 Winter St, Philadelphia, PA, 19104"
1,4500,(323) 388-7195,5,"3618 Warren St, Philadelphia, PA, 19104"
1,4900,(215) 386-4200,6,"4103 Locust St # 2, Philadelphia, PA, 19104"
1,4500,(215) 680-4210,5,"3206 Winter St # 1, Philadelphia, PA, 19104"
1,4250,(215) 917-7763,4,"513 N Budd St, Philadelphia, PA, 19104"
1,4500,(215) 680-4210,5,"3619 Warren St, Philadelphia, PA, 19104"
1,4500,Powelton Properties  (215) 386-2578,5,"3329 Powelton Ave # F, Philadelphia, PA, 19104"
1,4250,(215) 917-7763,4,"515 N Budd St, Philadelphia, PA, 19104"
1,4000,"Ikos Holdings, Inc.  (267) 279-9777",8,"503 S 42nd St, Philadelphia, PA, 19104"
1,3750,(215) 680-4210,5,"536 S 45th St, Philadelphia, PA, 19104"
1,3750,Powelton Properties  (215) 386-2578,5,"535 S 45th St, Philadelphia, PA, 19104"
1,3720,(610) 858-5715,5,"3908 Warren St, Philadelphia, PA, 19104"
1,3750,Buda-Levin Property Management  (215) 667-5968,3,"3422 Sansom St # 3RD, Philadelphia, PA, 19104"
1,3750,(215) 680-4210,4,"29 N Wiota St, Philadelphia, PA, 19104"
1,3750,Keller Williams Main Line Realty  (267) 223-5245,6,"3112 Haverford Ave, Philadelphia, PA, 19104"
1,3550,(215) 917-7763,4,"328 N 42nd St, Philadelphia, PA, 19104"
1,3600,Realty Mark Associates  (215) 287-5678,6,"3802 Spring Garden St, Philadelphia, PA, 19104"
1,3500,(215) 778-1699,5,"4331 Baltimore Ave # ENTIRE, Philadelphia, PA, 19104"
1,3500,Lindsay Enterprises  (215) 771-0081,3,"3625 Powelton Ave, Philadelphia, PA, 19104"
1,3500,,4,"3327 Powelton Ave, Philadelphia, PA, 19104"
1,3500,(401) 744-2741,5,"3809 Haverford Ave, Philadelphia, PA, 19104"
1,3500,(323) 388-7195,4,"30 N Wiota St, Philadelphia, PA, 19104"
1,3500,Kalidave LP  (215) 387-4137,5,"3439 Lancaster Ave, Philadelphia, PA, 19104"
1,3500,(267) 994-5119,5,"4248 Regent Sq, Philadelphia, PA, 19104"
1,2200,(215) 300-7777,3,"Washington Ave, Philadelphia, PA, 19147"
1,3500,(215) 519-1639,5,"3416 Spring Garden St # A, Philadelphia, PA, 19104"
1,2159,Keller Williams Realty  (267) 414-0970,4,"1108 Montrose St, Philadelphia, PA, 19147"
1,2195,Centra Associates  (215) 703-2889,2,"742 S 3rd St # 2, Philadelphia, PA, 19147"
1,2150,(215) 833-5571,2,"611 S Hancock St # 2, Philadelphia, PA, 19147"
1,2150,Triad Realty Inc.  (215) 922-7501,3,"536 Rodman St # C, Philadelphia, PA, 19147"
1,2149,REMAX Home Experts  (215) 327-3156,3,"1140 S Clifton St, Philadelphia, PA, 19147"
1,2100,(267) 250-6564,2,"304 Lombard St, Philadelphia, PA, 19147"
1,2100,Keller Williams Philly  (215) 709-4141,2,"910 Waverly St, Philadelphia, PA, 19147"
1,2100,Rachel Rothbard  (215) 901-1279,2,"737 S 4th St # 2, Philadelphia, PA, 19147"
1,2100,Target Realty  (215) 218-0939,3,"807 S 13th St, Philadelphia, PA, 19147"
1,2045,Alvin M Levin & Son Inc  (215) 923-3333,2,"417 S 9th St # 6901276, Philadelphia, PA, 19147"
1,2050,Coldwell Banker Preferred - Old City  (856) 316-9459,2,"317-19 Monroe St # 4, Philadelphia, PA, 19147"
1,2000,Compass Real Estate  (215) 888-4898,2,"238 Queen St APT 2, Philadelphia, PA, 19147"
1,2000,(215) 816-4238,2,"835 Ellsworth St, Philadelphia, PA, 19147"
1,1995,(610) 453-0481,2,"1207 Carpenter St # A, Philadelphia, PA, 19147"
1,2000,The Condo Shop  (215) 692-6636,1,"1352 South St UNIT 203, Philadelphia, PA, 19147"
1,1975,(267) 374-3103,2,"636 Rodman St, Philadelphia, PA, 19147"
1,1995,BHHS- Fox & Roach  (215) 852-2040,2,"501 S 5th St, Philadelphia, PA, 19147"
1,1975,(215) 771-6177,2,"1214 S Juniper St APT 1A, Philadelphia, PA, 19147"
1,1995,(215) 600-3443,2,"334 Lombard St # 6, Philadelphia, PA, 19147"
1,1950,Realty Mark Cityscape-King of  (215) 583-7777,3,"760 S Sheridan St, Philadelphia, PA, 19147"
1,1900,william penn realty  (267) 307-4197,2,"328 Bainbridge St # 30, Philadelphia, PA, 19147"
1,1900,TierView Property Management  (267) 551-1215,2,"1235 Federal St APT 8, Philadelphia, PA, 19147"
1,1875,Ashley Shrom  (801) 471-1458,2,"503 Cross St, Philadelphia, PA, 19147"
1,1900,(610) 656-6900,2,"714 S 4th St # 1, Philadelphia, PA, 19147"
1,1900,TierView Property Management  (267) 551-1215,2,"1412 S 7th St APT 8, Philadelphia, PA, 19147"
1,1875,Coldwell Banker Welker Real Estate  (215) 235-7800,2,"1005 S 8th St # 1F, Philadelphia, PA, 19147"
1,1850,Philadelphia Realty Exchange  (215) 545-6111,2,"1134 Waverly St, Philadelphia, PA, 19147"
1,1850,(215) 668-9407,3,"608 S Clifton St, Philadelphia, PA, 19147"
1,1850,(267) 307-4197,2,"328 Bainbridge St # 14, Philadelphia, PA, 19147"
1,1850,"Berkshire Hathaway HomeServices, Fox & Roach Realtors  (267) 247-2389",2,"220 South St APT 2F, Philadelphia, PA, 19147"
1,1850,OCF Realty  (215) 703-2760,1,"412 S 13th St # 97RYUE232, Philadelphia, PA, 19147"
1,1800,TCS Management LLC  (215) 383-1439,2,"212 Christian St APT 2F, Philadelphia, PA, 19147"
1,1800,(215) 901-3324,4,"332 Manton St, Philadelphia, PA, 19147"
1,1800,(215) 718-4932,3,"1203 S 4th St # 2, Philadelphia, PA, 19147"
1,1800,The Green P   (215) 460-3732,2,"522 S Juniper St # 1, Philadelphia, PA, 19147"
1,1800,BHHS Fox & Roach Realtors  (267) 251-3975,2,"1008 Montrose St, Philadelphia, PA, 19147"
1,1800,(215) 280-0428,3,"913 Ernest St, Philadelphia, PA, 19147"
1,1800,(267) 277-2336,2,"612 Rodman St, Philadelphia, PA, 19147"
1,1800,(312) 885-0792,4,"330 Dickinson St, Philadelphia, PA, 19147"
1,1800,,3,"614 Wilder St, Philadelphia, PA, 19147"
1,1800,Coldwell Banker Preferred  (856) 220-5139,2,"1006 Christian St # 2, Philadelphia, PA, 19147"
1,1800,RS Rentals  (215) 668-6868,1,"767 S 9th St, Philadelphia, PA, 19147"
1,1800,(215) 593-5336,3,"1162 S 11th St # 2, Philadelphia, PA, 19147"
1,8250,Allan Domb Real Estate  (215) 545-1500,3,"237-47 S 18th St APT 10A, Philadelphia, PA, 19103"
1,1795,,2,"504-06 S 11th St # 33, Philadelphia, PA, 19147"
1,6000,Arrive Philly - Center City  (646) 784-0277,2,"1624 Spruce St APT 3F, Philadelphia, PA, 19103"
1,5395,Compass Real Estate  (215) 806-1500,3,"275 S 22nd St, Philadelphia, PA, 19103"
1,4950,(516) 880-5445,3,"2112 Chancellor St, Philadelphia, PA, 19103"
1,4600,BHHS Fox & Roach-CC Rittenhouse Hotel  (267) 237-3743,3,"2323 Locust St, Philadelphia, PA, 19103"
1,4300,Keller Williams Philly  (203) 658-4664,3,"2028 Rittenhouse Sq # 301E, Philadelphia, PA, 19103"
1,4400,Reid Rosenthal & The Rosenthal Group  (215) 546-0550,2,"2020 Walnut St APT 24H, Philadelphia, PA, 19103"
1,3995,MGC Real Estate Group  (215) 928-0221,3,"105 S 18th St UNIT 2B, Philadelphia, PA, 19103"
1,3750,(516) 880-5445,2,"2135 Walnut St, Philadelphia, PA, 19103"
1,3495,Weinraub Properties  (267) 970-6518,3,"234 S 20th St # 4, Philadelphia, PA, 19103"
1,3650,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,3,"212-24 S 24th St # 2417, Philadelphia, PA, 19103"
1,3400,(215) 868-5555,3,"267 S 21st St, Philadelphia, PA, 19103"
1,3450,,1,"Arch St, Philadelphia, PA, 19103"
1,3400,Main Street Realty/Very Real Estate  (215) 870-7187,2,"220 N 22nd St APT B, Philadelphia, PA, 19103"
1,3300,(484) 714-2488,3,"1827 Carlton St, Philadelphia, PA, 19103"
1,1850,,1,"717 S Columbus Blvd UNIT 409, Philadelphia, PA, 19147"
1,3300,(484) 714-2488,3,"18XX Carlton St, Philadelphia, PA, 19103"
1,3250,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,2,"1830 Rittenhouse Sq # 1E, Philadelphia, PA, 19103"
1,3200,KW Philly - The Daly Group  (215) 627-3500,2,"2107 Spruce St APT 3F, Philadelphia, PA, 19103"
1,3000,KHES  (240) 543-3776,4,"128 S Bonsall St, Philadelphia, PA, 19103"
1,3000,Benjamin Cobrin & Co Inc  (610) 667-1122,3,"214-230 30 N 22nd St # 10L, Philadelphia, PA, 19103"
1,2995,(516) 880-5445,1,"109 S 20th St, Philadelphia, PA, 19103"
1,2900,William Penn Realty   (215) 636-0300,3,"1720 Chestnut St APT 3F, Philadelphia, PA, 19103"
1,2979,Grow Property Management  (267) 310-2848,3,"2511 Pine St, PHILADELPHIA, PA, 19103"
1,1350,"Pro Ventures Phila, LLC  (215) 648-2190",4,"1514 S Corlies St, Philadelphia, PA, 19146"
1,1350,JG Real Estate  (215) 467-4100,2,"1536 S 19th St # 1, Philadelphia, PA, 19146"
1,2995,(267) 800-4880,2,"1714 Pine St # 3F4F, Philadelphia, PA, 19103"
1,2900,(610) 937-3822,3,"1720 Chestnut St, PHILADELPHIA, PA, 19103"
1,1350,Marc Hammarberg Group  (215) 790-5501,2,"1448 S 17th St # 2, Philadelphia, PA, 19146"
1,1350,(267) 252-0677,2,"1535 S Taylor St, Philadelphia, PA, 19146"
1,1350,DJCRE  (215) 271-7070,3,"1705 Manton St, Philadelphia, PA, 19146"
1,1350,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"758 S 15th St APT 1, Philadelphia, PA, 19146"
1,1300,Coldwell Banker Preferred  (856) 745-7958,2,"1030 S Dorrance St, Philadelphia, PA, 19146"
1,1300,,3,"1446 S 28th St, Philadelphia, PA, 19146"
1,1300,(347) 536-7667,2,"1436 S Broad St # 1, Philadelphia, PA, 19146"
1,1350,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"758 S 15th St, Philadelphia, PA, 19146"
1,1300,Go Section8  (201) 694-0437,3,"2633 Oakford St, Philadelphia, PA, 19146"
1,1300,(215) 327-1552,2,"751 S 22nd St APT C, Philadelphia, PA, 19146"
1,1300,Compass RE  (610) 246-7905,1,"701 S Mole St # 1, Philadelphia, PA, 19146"
1,1300,Go Section8  (610) 960-1684,3,"1542 S Bailey St, Philadelphia, PA, 19146"
1,1300,Marc Hammarberg Group  (215) 790-5501,2,"1630 Ellsworth St # 2, Philadelphia, PA, 19146"
1,1300,(215) 913-8659,3,"1246 S Bonsall St, Philadelphia, PA, 19146"
1,1300,,1,"724 S 16th St # 1, Philadelphia, PA, 19146"
1,1300,,1,"1818 S Street # Second Floor, Philadelphia, PA, 19146"
1,1300,"Elm City Property Management, LLC  (215) 525-1734",2,"2400 Carpenter St 3rd FL 3069387, Philadelphia, PA, 19146"
1,1300,Mercury Real Estate Group  (267) 259-7863,2,"1026 S Cleveland St, Philadelphia, PA, 19146"
1,1300,Coldwell Banker Preferred  (215) 495-2348,1,"1331 S Woodstock St, Philadelphia, PA, 19146"
1,1300,(973) 216-8636,2,"2011 Gerritt St, Philadelphia, PA, 19146"
1,1295,BHHS FOX & ROACH  (267) 593-6184,1,"757 S Martin St # 2, Philadelphia, PA, 19146"
1,1295,"Volpe Real Estate, Inc.  (215) 545-5414",1,"2217 Saint Albans St # 2F, Philadelphia, PA, 19146"
1,1295,Weinraub Properties  (267) 970-6518,0,"1535 Lombard St APT 1, Philadelphia, PA, 19146"
1,1295,(215) 501-3817,1,"1510 S 17th St # 110, Philadelphia, PA, 19146"
1,1295,DJCRE  (215) 271-7070,3,"2211 Oakford St, Philadelphia, PA, 19146"
1,1295,"Independent Custom Realty, LLP  (215) 771-4375",1,"746 S 19th St, Philadelphia, PA, 19146"
1,1295,Settle Down Philadelphia  (215) 253-3439,1,"753 S 22nd St FL 3RD, Philadelphia, PA, 19146"
1,1275,(267) 307-4197,1,"2300 Lombard St APT 2M, Philadelphia, PA, 19146"
1,1250,(215) 519-1639,1,"1502 S 17th St # 1, Philadelphia, PA, 19146"
1,1250,(267) 254-5225,2,"1932 Federal St APT 2, Philadelphia, PA, 19146"
1,1250,(267) 689-8262,1,"1530 S 17th St, Philadelphia, PA, 19146"
1,1250,(267) 689-8262,1,"1522 S 17th St, Philadelphia, PA, 19146"
1,2150,(267) 391-8546,3,"1346 S Front St, Philadelphia, PA, 19147"
1,1295,(215) 834-2775,0,"416 S 15th St APT 1F, Philadelphia, PA, 19146"
1,1350,Philadelphia Realty Exchange  (215) 545-6111,2,"1622 Fitzwater St # 2, Philadelphia, PA, 19146"
1,1250,,1,"1622 Bainbridge St APT 2F, Philadelphia, PA, 19146"
1,1200,,1,"2124 South St # 2, Philadelphia, PA, 19146"
1,1250,"Volpe Real Estate, Inc.  (215) 545-5414",1,"2132 Fitzwater St # 1, Philadelphia, PA, 19146"
1,1200,www.turbotenant.com  (610) 308-4378,0,"2130 South St FL 1ST, Philadelphia, PA, 19146"
1,3400,Lindsay Enterprises  (215) 771-0081,3,"3623 Powelton Ave, Philadelphia, PA, 19104"
1,1200,"Preyes,LLC  (856) 313-0696",0,"2235 Saint Albans St, Philadelphia, PA, 19146"
1,3495,NG Property Group  (267) 536-5342,5,"3923 Baltimore Ave, Philadelphia, PA, 19104"
1,3400,(323) 388-7195,4,"3215 Powelton Ave # 2A, Philadelphia, PA, 19104"
1,3400,Keller Williams Main Line Realty  (267) 223-5245,4,"3307 Hamilton St, PHILADELPHIA, PA, 19104"
