Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"1001 S 46th St # 1F, Philadelphia, PA, 19143",5,19143,(717) 468-3810,3600,1,Independent Custom Realty Property Management  (717) 468-3810,todor.dev000@gmail.com,27 days ago
"2327 Ellsworth St, Philadelphia, PA, 19146",4,19146,(215) 740-0452,4800,1,(215) 740-0452,todor.dev000@gmail.com,7 days ago
"5116 Hazel Ave, Philadelphia, PA, 19143",5,19143,,2700,1,,todor.dev000@gmail.com,2 days ago
"4511 Kingsessing Ave, Philadelphia, PA, 19143",4,19143,(215) 386-4200,2650,1,(215) 386-4200,todor.dev000@gmail.com,5 days ago
"5301 Catharine St, Philadelphia, PA, 19143",4,19143,(215) 495-0070,2500,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,6 days ago
"4614-3F Baltimore Ave # 3F, Philadelphia, PA, 19143",3,19143,(267) 872-5154,2200,1,(267) 872-5154,todor.dev000@gmail.com,9 days ago
"727 S 50th St # A, Philadelphia, PA, 19143",4,19143,(215) 387-1002,2400,1,New Age Realty Group  (215) 387-1002,todor.dev000@gmail.com,19 days ago
"3210 Baring St, Philadelphia, PA, 19104",2,19104,,1800,1,,todor.dev000@gmail.com,13 days ago
"S 46th St, Philadelphia, PA, 19143",4,19143,(215) 386-2578,2500,1,Powelton Properties  (215) 386-2578,todor.dev000@gmail.com,20 days ago
"544 S 48th St, Philadelphia, PA, 19143",3,19143,(614) 632-1375,2200,1,(614) 632-1375,todor.dev000@gmail.com,4 days ago
"4209 Pine St # 1, Philadelphia, PA, 19104",2,19104,(215) 667-5968,1750,1,Buda-Levin Property Management  (215) 667-5968,todor.dev000@gmail.com,10 hours ago
"315 N Wiota St, Philadelphia, PA, 19104",2,19104,(215) 386-2578,1700,1,Powelton Properties  (215) 386-2578,todor.dev000@gmail.com,132 days ago
"Chestnut St, Philadelphia, PA, 19104",2,19104,(610) 659-8732,1700,1,Nares LLC  (610) 659-8732,todor.dev000@gmail.com,23 days ago
"3925-29 Haverford Ave # LL4, Philadelphia, PA, 19104",2,19104,(267) 671-6219,1695,1,The Philadelphia Real Estate Company  (267) 671-6219,todor.dev000@gmail.com,222 days ago
"3708 Hamilton St # 1, Philadelphia, PA, 19104",2,19104,(215) 310-6888,1670,1,RealShout  (215) 310-6888,todor.dev000@gmail.com,20 hours ago
"3939 Chestnut St APT 712, Philadelphia, PA, 19104",1,19104,(215) 495-0070,1690,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,58 days ago
"120 N 34th St APT 3A, Philadelphia, PA, 19104",2,19104,(215) 681-6751,1650,1,SMR Property Management  (215) 681-6751,todor.dev000@gmail.com,13 days ago
"324-32 S 45th St # B5, Philadelphia, PA, 19104",2,19104,(215) 222-2000,1630,1,University City Housing  (215) 222-2000,todor.dev000@gmail.com,27 days ago
"3411 Race St # A, Philadelphia, PA, 19104",2,19104,(215) 681-6751,1625,1,SMR Property Management  (215) 681-6751,todor.dev000@gmail.com,22 days ago
"255 S 45th St APT 2, Philadelphia, PA, 19104",2,19104,(215) 454-6452,1625,1,Peters Gordon Realty  (215) 454-6452,todor.dev000@gmail.com,128 days ago
"3409 Race St # F, Philadelphia, PA, 19104",2,19104,(215) 681-6751,1625,1,SMR Property Management  (215) 681-6751,todor.dev000@gmail.com,16 days ago
"39 N Wiota St, Philadelphia, PA, 19104",2,19104,(215) 680-4210,1600,1,(215) 680-4210,todor.dev000@gmail.com,16 days ago
"327 N Wiota St, Philadelphia, PA, 19104",2,19104,(215) 680-4210,1600,1,(215) 680-4210,todor.dev000@gmail.com,28 days ago
"325 N Wiota St, Philadelphia, PA, 19104",2,19104,(215) 680-4210,1600,1,(215) 680-4210,todor.dev000@gmail.com,16 days ago
"3825 Hamilton St # 1FL, Philadelphia, PA, 19104",2,19104,(215) 386-2800,1600,1,"Walter M. Wood Jr., Inc.  (215) 386-2800",todor.dev000@gmail.com,27 days ago
"4130 Chester Ave, Philadelphia, PA, 19104",2,19104,(484) 252-6027,1600,1,(484) 252-6027,todor.dev000@gmail.com,7 days ago
"319 N 33rd St APT 1, Philadelphia, PA, 19104",2,19104,(215) 925-1204,1600,1,La Gioconda Company  (215) 925-1204,todor.dev000@gmail.com,27 days ago
"3703 Baring Street # 3 Rd Floor, Philadelphia, PA, 19104",2,19104,(609) 751-3122,1600,1,(609) 751-3122,todor.dev000@gmail.com,17 days ago
"3708 Hamilton St # 2, Philadelphia, PA, 19104",2,19104,(215) 310-6888,1600,1,RealShout  (215) 310-6888,todor.dev000@gmail.com,89 days ago
"3409 Baring St, Philadelphia, PA, 19104",2,19104,(215) 310-6888,1510,1,RealShout  (215) 310-6888,todor.dev000@gmail.com,89 days ago
"717 S 12th St UNIT 3, Philadelphia, PA, 19147",2,19147,(267) 314-7751,2325,1,"2300 Locust Investors, LP  (267) 314-7751",todor.dev000@gmail.com,9 days ago
"1038 Waverly St, Philadelphia, PA, 19147",2,19147,,2300,1,,todor.dev000@gmail.com,6 days ago
"314 320 Catharine St # 203B, Philadelphia, PA, 19147",1,19147,(215) 262-8015,2300,1,Star Real Estate Group  (215) 262-8015,todor.dev000@gmail.com,47 days ago
"S 5th St, PHILADELPHIA, PA, 19147",4,19147,,2300,1,,todor.dev000@gmail.com,293 days ago
"908 S Alder St, Philadelphia, PA, 19147",2,19147,,2295,1,,todor.dev000@gmail.com,2 days ago
"520 S 4th St # C, Philadelphia, PA, 19147",3,19147,(215) 735-9729,2275,1,"Quad Philly, Inc  (215) 735-9729",todor.dev000@gmail.com,2 days ago
"1130 Rodman St # 1, Philadelphia, PA, 19147",2,19147,,2275,1,,todor.dev000@gmail.com,26 days ago
"523 Titan St, Philadelphia, PA, 19147",3,19147,(215) 354-0404,2250,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,40 days ago
"716 S Sartain St # 2, Philadelphia, PA, 19147",2,19147,(215) 607-6007,2250,1,Philly Living Team   (215) 607-6007,todor.dev000@gmail.com,12 days ago
"1221 South St # 1229A, Philadelphia, PA, 19147",2,19147,(610) 316-4798,2200,1,Keller Williams Philly  (610) 316-4798,todor.dev000@gmail.com,10 days ago
"416 S Hutchinson St APT B, Philadelphia, PA, 19147",3,19147,(207) 317-0136,2200,1,BHHS Fox & Roach-CC 1818 Ritte  (207) 317-0136,todor.dev000@gmail.com,44 days ago
"1221-29 South St # 1229A, Philadelphia, PA, 19147",2,19147,(215) 821-8807,2200,1,Keller Williams Philly  (215) 821-8807,todor.dev000@gmail.com,12 days ago
"1109 South St APT C, Philadelphia, PA, 19147",2,19147,(267) 250-2347,2200,1,Coldwell Banker Preferred  (267) 250-2347,todor.dev000@gmail.com,44 days ago
"1346 S Front St, Philadelphia, PA, 19147",3,19147,(267) 391-8546,2150,1,(267) 391-8546,todor.dev000@gmail.com,23 days ago
"1108 Montrose St, Philadelphia, PA, 19147",4,19147,(267) 414-0970,2159,1,Keller Williams Realty  (267) 414-0970,todor.dev000@gmail.com,253 days ago
"Washington Ave, Philadelphia, PA, 19147",3,19147,(215) 300-7777,2200,1,(215) 300-7777,todor.dev000@gmail.com,21 days ago
"536 Rodman St # C, Philadelphia, PA, 19147",3,19147,(215) 922-7501,2150,1,Triad Realty Inc.  (215) 922-7501,todor.dev000@gmail.com,6 days ago
"611 S Hancock St # 2, Philadelphia, PA, 19147",2,19147,(215) 833-5571,2150,1,(215) 833-5571,todor.dev000@gmail.com,352 days ago
"207 S 42nd St APT C2, Philadelphia, PA, 19104",2,19104,(215) 768-5051,1600,1,(215) 768-5051,todor.dev000@gmail.com,45 days ago
"742 S 3rd St # 2, Philadelphia, PA, 19147",2,19147,(215) 703-2889,2195,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,47 days ago
"910 Waverly St, Philadelphia, PA, 19147",2,19147,(215) 709-4141,2100,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,29 days ago
"535 South St # C, Philadelphia, PA, 19147",3,19147,(215) 525-1736,2150,1,"Elm City Property Management, LLC  (215) 525-1736",todor.dev000@gmail.com,13 hours ago
"1140 S Clifton St, Philadelphia, PA, 19147",3,19147,(215) 327-3156,2149,1,REMAX Home Experts  (215) 327-3156,todor.dev000@gmail.com,86 days ago
"237-47 S 18th St APT 10A, Philadelphia, PA, 19103",3,19103,(215) 545-1500,8250,1,Allan Domb Real Estate  (215) 545-1500,todor.dev000@gmail.com,106 days ago
"737 S 4th St # 2, Philadelphia, PA, 19147",2,19147,(215) 901-1279,2100,1,Rachel Rothbard  (215) 901-1279,todor.dev000@gmail.com,37 days ago
"275 S 22nd St, Philadelphia, PA, 19103",3,19103,(215) 806-1500,5395,1,Compass Real Estate  (215) 806-1500,todor.dev000@gmail.com,16 days ago
"1624 Spruce St APT 3F, Philadelphia, PA, 19103",2,19103,(646) 784-0277,6000,1,Arrive Philly - Center City  (646) 784-0277,todor.dev000@gmail.com,20 days ago
"210-20 S 25th St # 902, Philadelphia, PA, 19103",2,19103,(267) 907-2590,4950,1,Kurfiss Sotheby's Internationa  (267) 907-2590,todor.dev000@gmail.com,1 day ago
"2112 Chancellor St, Philadelphia, PA, 19103",3,19103,(516) 880-5445,4950,1,(516) 880-5445,todor.dev000@gmail.com,127 days ago
"2323 Locust St, Philadelphia, PA, 19103",3,19103,(267) 237-3743,4600,1,BHHS Fox & Roach-CC Rittenhouse Hotel  (267) 237-3743,todor.dev000@gmail.com,22 days ago
"105 S 18th St UNIT 2B, Philadelphia, PA, 19103",3,19103,(215) 928-0221,3995,1,MGC Real Estate Group  (215) 928-0221,todor.dev000@gmail.com,2 days ago
"2020 Walnut St APT 24H, Philadelphia, PA, 19103",2,19103,(215) 546-0550,4400,1,Reid Rosenthal & The Rosenthal Group  (215) 546-0550,todor.dev000@gmail.com,12 days ago
"2028 Rittenhouse Sq # 301E, Philadelphia, PA, 19103",3,19103,(203) 658-4664,4300,1,Keller Williams Philly  (203) 658-4664,todor.dev000@gmail.com,17 days ago
"234 S 20th St # 4, Philadelphia, PA, 19103",3,19103,(267) 970-6518,3495,1,Weinraub Properties  (267) 970-6518,todor.dev000@gmail.com,124 days ago
"Kater St, Philadelphia, PA, 19146",2,19146,,3695,1,,todor.dev000@gmail.com,75 days ago
"2135 Walnut St, Philadelphia, PA, 19103",2,19103,(516) 880-5445,3750,1,(516) 880-5445,todor.dev000@gmail.com,89 days ago
"522 S 22nd St, Philadelphia, PA, 19146",4,19146,(267) 974-1450,3600,1,Coldwell Banker Preferred  (267) 974-1450,todor.dev000@gmail.com,74 days ago
"2415 Naudain St, Philadelphia, PA, 19146",3,19146,(215) 756-6651,3600,1,DF Management Philadelphia LLC.  (215) 756-6651,todor.dev000@gmail.com,14 days ago
"1922 Kimball St, Philadelphia, PA, 19146",4,19146,,3600,1,,todor.dev000@gmail.com,4 days ago
"212-24 S 24th St # 2417, Philadelphia, PA, 19103",3,19103,(215) 790-5230,3650,1,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,todor.dev000@gmail.com,9 days ago
"207 Brinley Ct, Philadelphia, PA, 19146",3,19146,(215) 913-8615,3600,1,Coldwell Banker Preferred  (215) 913-8615,todor.dev000@gmail.com,6 days ago
"606 S 19th St, Philadelphia, PA, 19146",3,19146,,3600,1,,todor.dev000@gmail.com,7 days ago
"1706 Naudain St, Philadelphia, PA, 19146",4,19146,(215) 432-8049,3400,1,Pine Realty  (215) 432-8049,todor.dev000@gmail.com,183 days ago
"1006 S 17th St # B, Philadelphia, PA, 19146",3,19146,(215) 913-8615,3500,1,Coldwell Banker Preferred  (215) 913-8615,todor.dev000@gmail.com,8 days ago
"2103 Christian St APT C, Philadelphia, PA, 19146",3,19146,(215) 607-6007,3300,1,Philly Living Team   (215) 607-6007,todor.dev000@gmail.com,2 days ago
"600 S 24th St UNIT 410, Philadelphia, PA, 19146",2,19146,(215) 495-0070,3095,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,1 day ago
"2407 Naudain St, Philadelphia, PA, 19146",3,19146,,3100,1,,todor.dev000@gmail.com,4 days ago
"529 S 16th St # 2, Philadelphia, PA, 19146",3,19146,(215) 460-3732,3000,1,The Green P   (215) 460-3732,todor.dev000@gmail.com,2 days ago
"2449 Grays Ferry Ave # 1, Philadelphia, PA, 19146",3,19146,(215) 643-0446,3300,1,Richard Mandel  (215) 643-0446,todor.dev000@gmail.com,40 days ago
"762 S 15th St # A, Philadelphia, PA, 19146",3,19146,(267) 625-7568,3000,1,KELLER WILLIAMS REAL ESTATE  (267) 625-7568,todor.dev000@gmail.com,40 days ago
"400-26 S Broad St # 803, Philadelphia, PA, 19146",1,19146,(215) 627-6005,2995,1,Center City-Society Hill  (215) 627-6005,todor.dev000@gmail.com,249 days ago
"2108 Cross St, Philadelphia, PA, 19146",4,19146,(920) 737-3658,2999,1,Long and Foster  (920) 737-3658,todor.dev000@gmail.com,162 days ago
"2449 Grays Ferry Ave, Philadelphia, PA, 19146",3,19146,(267) 279-9777,3300,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,36 days ago
"1015 S 18th St, Philadelphia, PA, 19146",3,19146,(215) 635-1121,2950,1,(215) 635-1121,todor.dev000@gmail.com,77 days ago
"725 S 17th St # B, Philadelphia, PA, 19146",3,19146,(267) 244-7215,2900,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,68 days ago
"1524 Naudain St, Philadelphia, PA, 19146",4,19146,(215) 432-8049,2900,1,Pine Realty  (215) 432-8049,todor.dev000@gmail.com,183 days ago
"South St, Philadelphia, PA, 19146",2,19146,,2995,1,,todor.dev000@gmail.com,9 days ago
"1536 Christian St # B, Philadelphia, PA, 19146",3,19146,(215) 735-9729,2875,1,"Quad Philly, Inc  (215) 735-9729",todor.dev000@gmail.com,12 hours ago
"708 S Hicks St, Philadelphia, PA, 19146",2,19146,(267) 918-1131,2850,1,(267) 918-1131,todor.dev000@gmail.com,38 minutes ago
"1013 S 20th St # 1, Philadelphia, PA, 19146",3,19146,(215) 735-7368,2850,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,251 days ago
"Naudain St, Philadelphia, PA, 19146",3,19146,,2850,1,,todor.dev000@gmail.com,6 days ago
"1834 Christian St, Philadelphia, PA, 19146",2,19146,(267) 210-3158,2800,1,www.turbotenant.com  (267) 210-3158,todor.dev000@gmail.com,24 days ago
"2623 Webster St, Philadelphia, PA, 19146",4,19146,(215) 735-7368,2850,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,2 days ago
"711 S 18th St # B, Philadelphia, PA, 19146",2,19146,(570) 614-8807,2800,1,Space and company  (570) 614-8807,todor.dev000@gmail.com,37 days ago
"1537 Dickinson St, Philadelphia, PA, 19146",3,19146,(571) 212-1629,2800,1,(571) 212-1629,todor.dev000@gmail.com,1 day ago
"2000 Kimball St, Philadelphia, PA, 19146",3,19146,(215) 354-0404,2800,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,16 days ago
"Christian St, PHILADELPHIA, PA, 19146",2,19146,,2800,1,,todor.dev000@gmail.com,139 days ago
"1608 Naudain St, Philadelphia, PA, 19146",3,19146,(215) 432-8049,2700,1,Pine Realty  (215) 432-8049,todor.dev000@gmail.com,34 days ago
"2319 Saint Albans St, Philadelphia, PA, 19146",3,19146,(215) 800-1762,2695,1,Skyline Property Management  (215) 800-1762,todor.dev000@gmail.com,167 days ago
"1723 Federal St, Philadelphia, PA, 19146",3,19146,(215) 709-4141,2700,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,21 days ago
"425 S 16th St, Philadelphia, PA, 19146",3,19146,(215) 709-4141,2600,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,42 days ago
"1933 Federal St, Philadelphia, PA, 19146",4,19146,(610) 613-9227,2649,1,(610) 613-9227,todor.dev000@gmail.com,28 days ago
"409 S 22nd St APT 3, Philadelphia, PA, 19146",3,19146,(267) 474-3917,2650,1,(267) 474-3917,todor.dev000@gmail.com,4 days ago
"2147 Ellsworth St, Philadelphia, PA, 19146",3,19146,(215) 735-7368,2695,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,5 days ago
"1338 S Chadwick St, Philadelphia, PA, 19146",3,19146,(425) 381-7906,2600,1,(425) 381-7906,todor.dev000@gmail.com,33 days ago
"2134 Webster St, Philadelphia, PA, 19146",3,19146,(215) 735-7368,2995,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,14 days ago
"1428 S 21st St, Philadelphia, PA, 19146",3,19146,(267) 250-1430,2600,1,(267) 250-1430,todor.dev000@gmail.com,20 days ago
"1520 Bainbridge St # A, Philadelphia, PA, 19146",4,19146,(215) 735-9729,2900,1,(215) 735-9729,todor.dev000@gmail.com,8 days ago
"2517 Carpenter St, Philadelphia, PA, 19146",3,19146,(609) 602-4075,2650,1,(609) 602-4075,todor.dev000@gmail.com,38 days ago
"100 Catharine St # 2, Philadelphia, PA, 19147",3,19147,(610) 716-6241,2200,1,zada holdings  (610) 716-6241,todor.dev000@gmail.com,49 days ago
"2503 Federal St, Philadelphia, PA, 19146",1,19146,(215) 462-5100,2600,1,Mercury Real Estate Group  (215) 462-5100,todor.dev000@gmail.com,8 days ago
"2040 Reed St, Philadelphia, PA, 19146",3,19146,(215) 467-4100,2595,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,33 days ago
"2528 Carpenter St, Philadelphia, PA, 19146",3,19146,(856) 366-0224,2550,1,Kurfiss Sotheby's International Realty  (856) 366-0224,todor.dev000@gmail.com,91 days ago
"2523 Webster St, Philadelphia, PA, 19146",2,19146,(215) 485-0091,2500,1,(215) 485-0091,todor.dev000@gmail.com,29 days ago
"4600 Chester Ave APT 5F, Philadelphia, PA, 19143",3,19143,(215) 386-2578,1900,1,Powelton Properties  (215) 386-2578,todor.dev000@gmail.com,97 days ago
"5121 Catharine St # HOUSE, Philadelphia, PA, 19143",3,19143,(267) 337-7433,1875,1,MMAG Properties  (267) 337-7433,todor.dev000@gmail.com,36 days ago
"4608 Baltimore Ave # 3, Philadelphia, PA, 19143",3,19143,(215) 387-1002,1875,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,13 days ago
"4617 Cedar Ave # 3, Philadelphia, PA, 19143",3,19143,(914) 474-4642,1900,1,Core Property Management  (914) 474-4642,todor.dev000@gmail.com,54 days ago
"4730 Warrington Ave FL 1, Philadelphia, PA, 19143",2,19143,(215) 680-4210,1700,1,(215) 680-4210,todor.dev000@gmail.com,215 days ago
"828 S 48th St, Philadelphia, PA, 19143",2,19143,(646) 737-3117,1600,1,(646) 737-3117,todor.dev000@gmail.com,60 days ago
"5020 Pentridge St, Philadelphia, PA, 19143",2,19143,(267) 332-1600,1600,1,Spak Group  (267) 332-1600,todor.dev000@gmail.com,34 days ago
"644 S 51st St # 1, Philadelphia, PA, 19143",2,19143,(267) 324-6829,1600,1,(267) 324-6829,todor.dev000@gmail.com,20 days ago
"4706 Cedar Ave # 2, Philadelphia, PA, 19143",1,19143,,1550,1,,todor.dev000@gmail.com,17 days ago
"1011 S 49th St # 1, Philadelphia, PA, 19143",1,19143,(215) 668-4989,1550,1,KW Philly South  (215) 668-4989,todor.dev000@gmail.com,131 days ago
"4104 Spruce St APT 2R, Philadelphia, PA, 19104",1,19104,(215) 667-5968,1500,1,Buda-Levin Property Management  (215) 667-5968,todor.dev000@gmail.com,29 days ago
"807 S 13th St, Philadelphia, PA, 19147",3,19147,(215) 218-0939,2100,1,Target Realty  (215) 218-0939,todor.dev000@gmail.com,6 days ago
"304 Lombard St, Philadelphia, PA, 19147",2,19147,(267) 250-6564,2100,1,(267) 250-6564,todor.dev000@gmail.com,352 days ago
"1352 South St UNIT 203, Philadelphia, PA, 19147",1,19147,(215) 692-6636,2000,1,The Condo Shop  (215) 692-6636,todor.dev000@gmail.com,42 days ago
"238 Queen St APT 2, Philadelphia, PA, 19147",2,19147,(215) 888-4898,2000,1,Compass Real Estate  (215) 888-4898,todor.dev000@gmail.com,96 days ago
"835 Ellsworth St, Philadelphia, PA, 19147",2,19147,(215) 816-4238,2000,1,(215) 816-4238,todor.dev000@gmail.com,3 days ago
"336 Lombard St, Philadelphia, PA, 19147",2,19147,(267) 689-8262,1995,1,(267) 689-8262,todor.dev000@gmail.com,22 days ago
"1207 Carpenter St # A, Philadelphia, PA, 19147",2,19147,(610) 453-0481,1995,1,(610) 453-0481,todor.dev000@gmail.com,7 days ago
"501 S 5th St, Philadelphia, PA, 19147",2,19147,(215) 852-2040,1995,1,BHHS- Fox & Roach  (215) 852-2040,todor.dev000@gmail.com,13 days ago
"334 Lombard St # 6, Philadelphia, PA, 19147",2,19147,(215) 600-3443,1995,1,(215) 600-3443,todor.dev000@gmail.com,65 days ago
"1214 S Juniper St APT 1A, Philadelphia, PA, 19147",2,19147,(215) 771-6177,1975,1,(215) 771-6177,todor.dev000@gmail.com,31 days ago
"636 Rodman St, Philadelphia, PA, 19147",2,19147,(267) 374-3103,1975,1,(267) 374-3103,todor.dev000@gmail.com,66 days ago
"714 S 4th St # 1, Philadelphia, PA, 19147",2,19147,(610) 656-6900,1900,1,(610) 656-6900,todor.dev000@gmail.com,15 days ago
"328 Bainbridge St # 30, Philadelphia, PA, 19147",2,19147,(267) 307-4197,1900,1,william penn realty  (267) 307-4197,todor.dev000@gmail.com,26 days ago
"4809 Baltimore Ave APT 1, Philadelphia, PA, 19143",2,19143,(609) 774-7388,1800,1,BHHS Fox & Roach-Center City W  (609) 774-7388,todor.dev000@gmail.com,44 days ago
"317-19 Monroe St # 4, Philadelphia, PA, 19147",2,19147,(856) 316-9459,2050,1,Coldwell Banker Preferred - Old City  (856) 316-9459,todor.dev000@gmail.com,4 days ago
"418 S 21st St, Philadelphia, PA, 19146",2,19146,(717) 468-3810,2550,1,Independent Custom Realty Property Management  (717) 468-3810,todor.dev000@gmail.com,21 days ago
"1235 Federal St APT 8, Philadelphia, PA, 19147",2,19147,(267) 551-1215,1900,1,TierView Property Management  (267) 551-1215,todor.dev000@gmail.com,68 days ago
"1005 S 8th St # 1F, Philadelphia, PA, 19147",2,19147,(215) 235-7800,1875,1,Coldwell Banker Welker Real Estate  (215) 235-7800,todor.dev000@gmail.com,267 days ago
"503 Cross St, Philadelphia, PA, 19147",2,19147,(801) 471-1458,1875,1,Ashley Shrom  (801) 471-1458,todor.dev000@gmail.com,7 days ago
"608 S Clifton St, Philadelphia, PA, 19147",3,19147,(215) 668-9407,1850,1,(215) 668-9407,todor.dev000@gmail.com,11 days ago
"717 S Columbus Blvd UNIT 409, Philadelphia, PA, 19147",1,19147,,1850,1,,todor.dev000@gmail.com,15 days ago
"412 S 13th St # 97RYUE232, Philadelphia, PA, 19147",1,19147,(215) 703-2760,1850,1,OCF Realty  (215) 703-2760,todor.dev000@gmail.com,96 days ago
