Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,2400,(215) 779-8196,4,"2113 N Marvine St, Philadelphia, PA, 19122"
1,2100,Lease Philadelphia215  (215) 449-8301,2,"N 7th St, Philadelphia, PA, 19122"
1,2100,Lease Philadelphia215  (215) 449-8301,2,"641 W Oxford St # 1, Philadelphia, PA, 19122"
1,1995,(215) 519-1639,2,"639 W Oxford St, Philadelphia, PA, 19122"
1,1900,RE/MAX Affiliates  (267) 495-9134,3,"1947 N Hancock St, Philadelphia, PA, 19122"
1,1950,BHHS- Fox & Roach  (215) 852-2040,2,"1524 N 2nd St UNIT 2, Philadelphia, PA, 19122"
1,2400,JBMP Group  (267) 797-2175,4,"1921 N 7th St # 1, Philadelphia, PA, 19122"
1,1900,The Philly Apartment Company  (215) 495-0070,2,"1305 N 6th St, Philadelphia, PA, 19122"
1,1995,(215) 519-1639,2,"645 W Oxford St, Philadelphia, PA, 19122"
1,1900,HK99 Realty LLC  (215) 725-7888,3,"1238 N 5th St # 1R, Philadelphia, PA, 19122"
1,1895,The Earnest Key Team @ City Wide-KW Philadelphia  (267) 934-5458,2,"1417 N 7th St, Philadelphia, PA, 19122"
1,1895,(215) 519-1639,2,"1419 N 7th St APT 1, Philadelphia, PA, 19122"
1,1895,1995  (267) 884-5045,2,"1441 N 7th St # 3, Philadelphia, PA, 19122"
1,1895,(215) 600-3443,2,"1443 N 7th St, Philadelphia, PA, 19122"
1,1895,(215) 519-1639,2,"1421 N 7th St APT 3, Philadelphia, PA, 19122"
1,1800,Space & Company  (215) 625-3650,1,"1215 N Randolph St # 3, Philadelphia, PA, 19122"
1,1800,JG Real Estate  (215) 467-4100,2,"1764 N Hope St # 2C, Philadelphia, PA, 19122"
1,1800,TierView Property Management  (267) 551-1215,1,"2017 N Front St APT 209, Philadelphia, PA, 19122"
1,1775,(215) 236-2363,2,"1202 Germantown Ave FL 3RD, Philadelphia, PA, 19122"
1,1750,Allegiance Real Estate LLC  (215) 235-5015,2,"1802 N 5th St # 3, Philadelphia, PA, 19122"
1,1750,(267) 975-4512,2,"1322 N Franklin St # 3B, Philadelphia, PA, 19122"
1,4950,(401) 744-2741,8,"2230 N Park Ave, Philadelphia, PA, 19132"
1,3150,Coldwell Banker Preferred  (609) 315-4894,6,"2336 N Park Ave # 2, Philadelphia, PA, 19132"
1,3000,(215) 433-5135,6,"2223 N Park Ave, Philadelphia, PA, 19132"
1,2500,JBMP Group  (267) 797-2175,5,"2228 N Carlisle St, Philadelphia, PA, 19132"
1,2495,Onyx Management Group  (215) 354-0404,5,"2265 N Park Ave, Philadelphia, PA, 19132"
1,2625,JBMP Group  (267) 797-2175,5,"2207 N 16th St # B, Philadelphia, PA, 19132"
1,2200,JBMP Group  (267) 797-2175,4,"2238 N Park Ave APT 1, Philadelphia, PA, 19132"
1,2300,JBMP Group  (267) 797-2175,4,"2236 N Carlisle St, Philadelphia, PA, 19132"
1,1550,(215) 519-1639,2,"2658 Tulip St, Philadelphia, PA, 19125"
1,1550,Greenzang Properties  (215) 563-5880,1,"1101 Frankford Ave UNIT 22, Philadelphia, PA, 19125"
1,1550,The Philly Apartment Company  (215) 495-0070,2,"208 E Girard Ave # A, Philadelphia, PA, 19125"
1,1545,Adler/Myers Real Estate  (267) 571-9239,2,"1624 E Hewson St, Philadelphia, PA, 19125"
1,1550,,2,"1525 Frankford Ave # 2F, Philadelphia, PA, 19125"
1,1450,OCF Realty  (215) 735-7368,1,"2415 Almond St, Philadelphia, PA, 19125"
1,1450,JG Real Estate  (215) 467-4100,1,"2422 Frankford Ave # 7, Philadelphia, PA, 19125"
1,1450,(267) 385-0271,1,"431 E Girard Ave FL 3RD, Philadelphia, PA, 19125"
1,2250,The Real Estate LLC  (215) 783-2706,4,"1920 N Darien St, Philadelphia, PA, 19122"
1,1400,Penn Treaty Properties LLC  (215) 703-7368,1,"731 E Thompson St # 731 C, Philadelphia, PA, 19125"
1,1399,RE/MAX Access  (215) 313-2206,1,"113 E Girard Ave FL 2ND, Philadelphia, PA, 19125"
1,1300,(215) 485-7177,1,"2226 Frankford Ave APT 2F, Philadelphia, PA, 19125"
1,1250,(267) 230-6400,1,"1915 E Dauphin St, Philadelphia, PA, 19125"
1,1250,Fishtown Real Estate LLC  (646) 734-9885,1,"1101 E Palmer St, Philadelphia, PA, 19125"
1,1250,OCF Realty  (215) 735-7368,1,"1836 Frankford Ave APT 7, Philadelphia, PA, 19125"
1,2125,JBMP Group  (267) 797-2175,4,"2231 N Park Ave # 2, Philadelphia, PA, 19132"
1,2250,,2,"4473 Riverview Ln, Philadelphia, PA, 19129"
1,2395,Keller Williams Realty  (610) 520-0100,3,"3340 Wiehle St, Philadelphia, PA, 19129"
1,2000,(215) 337-4906,3,"Tilden St, Philadelphia, PA, 19129"
1,1985,(267) 716-0107,2,"4001 Ridge Ave # 3, Philadelphia, PA, 19129"
1,1795,Rent Scene  (267) 463-2428,2,"3510 30 Scotts Ln # 3123, Philadelphia, PA, 19129"
1,1725,(484) 684-9147,2,"3461 W Penn St, Philadelphia, PA, 19129"
1,1600,East Falls Rentals  (716) 864-0647,2,"3504 Ainslie St # 2, Philadelphia, PA, 19129"
1,1600,(610) 888-4824,2,"3437 Osmond St, Philadelphia, PA, 19129"
1,1350,(484) 904-1111,1,"3460 Midvale Ave APT 201, Philadelphia, PA, 19129"
1,1295,The HOW Group  (484) 734-1192,1,"3640 Stanton St # ATDW94281, Philadelphia, PA, 19129"
1,1250,ARRIVVA  (267) 499-8723,1,"4235 Ridge Ave APT 4, Philadelphia, PA, 19129"
1,1550,The Philly Apartment Company  (215) 495-0070,1,"2039 E Fletcher St # 7, Philadelphia, PA, 19125"
1,1750,(267) 616-8633,2,"1320 N Franklin St # 1, Philadelphia, PA, 19122"
1,1655,(267) 225-7330,2,"176 Cecil B Moore Ave # 2, Philadelphia, PA, 19122"
1,1650,,2,"1216 N 5th St APT 24, Philadelphia, PA, 19122"
1,1650,LeaseRunner  (215) 821-5839,2,"1500 N 6th St FL 2, Philadelphia, PA, 19122"
1,1620,1995  (267) 884-5045,1,"1403 N 7th St # 2F, Philadelphia, PA, 19122"
1,1550,(215) 236-2363,1,"1200 Germantown Ave FL 2ND, Philadelphia, PA, 19122"
1,1550,(828) 705-6453,2,"1337 N Marshall St # 1, Philadelphia, PA, 19122"
1,1625,Keller Williams Philly  (215) 709-4141,2,"1513 N Franklin St # 2, Philadelphia, PA, 19122"
1,1500,KW Philly South  (609) 602-5762,1,"1232 N 5th St APT 1, Philadelphia, PA, 19122"
1,1700,Parliament Real Estate Partners  (215) 287-4123,2,"1816 N Front St APT B, Philadelphia, PA, 19122"
1,1450,Fishtown Real Estate LLC  (646) 734-9885,1,"1706-10 N 2nd St # 70, Philadelphia, PA, 19122"
1,1400,Fishtown Real Estate LLC  (646) 734-9885,1,"190 W Berks St APT 9, Philadelphia, PA, 19122"
1,1350,JBMP Group  (267) 797-2175,1,"1702 N 2nd St # 1FL, Philadelphia, PA, 19122"
1,1595,(267) 716-0107,2,"3400 W Commissioner St, Phila, PA, 19132"
1,1545,(267) 716-0107,2,"3402 W Commissioner St, Philadelphia, PA, 19132"
1,15550,,5,"2619 N 4th St, Philadelphia, PA, 19133"
1,2750,Philly Properties Group  (267) 243-1352,5,"2200 N Camac St # 2, Philadelphia, PA, 19133"
1,2200,KW Philly  (215) 607-6007,4,"2228 N Howard St, Philadelphia, PA, 19133"
1,2800,JBMP Group  (267) 797-2175,6,"2235 N Camac St # 2, Philadelphia, PA, 19133"
1,4150,(215) 917-7763,3,"2933 E Thompson St, Philadelphia, PA, 19134"
1,2100,SMG Properties LLC  (267) 994-4380,3,"2523 E Cambria St, Philadelphia, PA, 19134"
1,2300,"Berkshire Hathaway, Fox & Roach  (215) 731-4116",3,"2709 E Ann St, Philadelphia, PA, 19134"
1,1500,(215) 814-0340,1,"3450 J St # 111, Philadelphia, PA, 19134"
1,1350,Fishtown Real Estate LLC  (646) 734-9885,1,"3421 Richmond St APT 206, Philadelphia, PA, 19134"
